myc_van_id,region_name,fo_name,team_name,turf_number
104255778,Region 06 - Cedar Rapids,06B,06B,34
104255780,Region 08 - Davenport,08D,08D,49
104255787,Region 04 - DSM,04C,04C,21
104255971,Region 03 - Ames,03C,03C,15
104256165,Region 03 - Ames,03C,03C,15
104256308,Region 04 - DSM,04D,04D,22
104256309,Region 04 - DSM,04F,04F,24
104256311,Region 04 - DSM,04C,04C,21
104256312,Region 04 - DSM,04D,04D,22
104256323,Region 04 - DSM,04D,04D,22
104256330,Region 07 - Iowa City,07C,07C,41
104256333,Region 06 - Cedar Rapids,06E,06E,37
104256342,Region 09 - Dubuque,09A,09A,52
104256345,Region 05 - Waterloo,05B,05B,27
104256346,Region 04 - DSM,04B,04B,20
104256362,Region 04 - DSM,04A,04A,19
104256364,Region 04 - DSM,04C,04C,21
104256382,Region 04 - DSM,04E,04E,23
104256383,Region 04 - DSM,04E,04E,23
104256392,Region 04 - DSM,04F,04F,24
104256401,Region 05 - Waterloo,05B,05B,27
104256411,Region 03 - Ames,03A,03A,13
104256414,Region 08 - Davenport,08A,08A,46
104256427,Region 06 - Cedar Rapids,06B,06B,34
104256433,Region 01 - Council Bluffs,01A,01A,1
104256434,Region 04 - DSM,04D,04D,22
104256446,Region 04 - DSM,04C,04C,21
104256447,Region 02 - Sioux City,02D,02D,10
104256449,Region 06 - Cedar Rapids,06B,06B,34
104256451,Region 04 - DSM,04B,04B,20
104256453,Region 04 - DSM,04G,04G,25
104256454,Region 04 - DSM,04C,04C,21
104256455,Region 01 - Council Bluffs,01A,01A,1
104256475,Region 07 - Iowa City,07G,07G,45
104256476,Region 04 - DSM,04C,04C,21
104256481,Region 03 - Ames,03B,03B,14
104256497,Region 07 - Iowa City,07C,07C,41
104256508,Region 04 - DSM,04C,04C,21
104256510,Region 08 - Davenport,08D,08D,49
104256513,Region 06 - Cedar Rapids,06F,06F,38
104256519,Region 07 - Iowa City,07C,07C,41
104256532,Region 03 - Ames,03B,03B,14
104256537,Region 08 - Davenport,08A,08A,46
104256538,Region 02 - Sioux City,02A,02A,7
104256543,Region 06 - Cedar Rapids,06E,06E,37
104256598,Region 08 - Davenport,08D,08D,49
104256615,Region 06 - Cedar Rapids,06F,06F,38
104256619,Region 07 - Iowa City,07B,07B,40
104256622,Region 07 - Iowa City,07G,07G,45
104256659,Region 04 - DSM,04G,04G,25
104256662,Region 03 - Ames,03C,03C,15
104256670,Region 07 - Iowa City,07G,07G,45
104256675,Region 07 - Iowa City,07C,07C,41
104256681,Region 07 - Iowa City,07B,07B,40
104256722,Region 03 - Ames,03A,03A,13
104256738,Region 03 - Ames,03A,03A,13
104256999,Region 03 - Ames,03C,03C,15
104257019,Region 03 - Ames,03A,03A,13
104257020,Region 03 - Ames,03A,03A,13
104257108,Region 03 - Ames,03A,03A,13
104257122,Region 03 - Ames,03A,03A,13
104257154,Region 03 - Ames,03A,03A,13
104257172,Region 03 - Ames,03A,03A,13
104257179,Region 03 - Ames,03C,03C,15
104257199,Region 03 - Ames,03A,03A,13
104257230,Region 03 - Ames,03C,03C,15
104257427,Region 03 - Ames,03B,03B,14
104257472,Region 07 - Iowa City,07G,07G,45
104257544,Region 09 - Dubuque,09D,09D,55
104257580,Region 04 - DSM,04D,04D,22
104257594,Region 04 - DSM,04E,04E,23
104257601,Region 07 - Iowa City,07C,07C,41
104257606,Region 07 - Iowa City,07B,07B,40
104259016,Region 07 - Iowa City,07B,07B,40
104263634,Region 03 - Ames,03C,03C,15
104263728,Region 08 - Davenport,08D,08D,49
104263791,Region 06 - Cedar Rapids,06B,06B,34
104263795,Region 07 - Iowa City,07G,07G,45
104263801,Region 06 - Cedar Rapids,06E,06E,37
104267046,Region 07 - Iowa City,07B,07B,40
104267765,Region 06 - Cedar Rapids,06A,06A,33
104267842,Region 06 - Cedar Rapids,06A,06A,33
104311036,Region 07 - Iowa City,07G,07G,45
104313757,Region 07 - Iowa City,07G,07G,45
104314596,Region 08 - Davenport,08D,08D,49
104314601,Region 06 - Cedar Rapids,06B,06B,34
104315519,Region 06 - Cedar Rapids,06E,06E,37
104316118,Region 07 - Iowa City,07A,07A,39
104316119,Region 07 - Iowa City,07A,07A,39
104317556,Region 04 - DSM,04C,04C,21
104317561,Region 04 - DSM,04C,04C,21
104319006,Region 07 - Iowa City,07G,07G,45
104319140,Region 07 - Iowa City,07G,07G,45
104319160,Region 09 - Dubuque,09D,09D,55
104319270,Region 04 - DSM,04G,04G,25
104319827,Region 06 - Cedar Rapids,06E,06E,37
104319832,Region 06 - Cedar Rapids,06E,06E,37
104319989,Region 07 - Iowa City,07G,07G,45
104321051,Region 03 - Ames,03B,03B,14
104321207,Region 07 - Iowa City,07G,07G,45
104321344,Region 04 - DSM,04B,04B,20
104321972,Region 04 - DSM,04C,04C,21
104321973,Region 03 - Ames,03A,03A,13
104322107,Region 04 - DSM,04D,04D,22
104322256,Region 07 - Iowa City,07G,07G,45
104322287,Region 04 - DSM,04B,04B,20
104322406,Region 05 - Waterloo,05B,05B,27
104322610,Region 03 - Ames,03B,03B,14
104322974,Region 03 - Ames,03C,03C,15
104323548,Region 09 - Dubuque,09D,09D,55
104323572,Region 03 - Ames,03C,03C,15
104323683,Region 07 - Iowa City,07C,07C,41
104327025,Region 01 - Council Bluffs,01A,01A,1
104327036,Region 07 - Iowa City,07G,07G,45
104327055,Region 06 - Cedar Rapids,06A,06A,33
104327056,Region 04 - DSM,04D,04D,22
104327062,Region 04 - DSM,04E,04E,23
104327065,Region 06 - Cedar Rapids,06A,06A,33
104327090,Region 04 - DSM,04E,04E,23
104327096,Region 02 - Sioux City,02D,02D,10
104327098,Region 03 - Ames,03E,03E,17
104327101,Region 07 - Iowa City,07A,07A,39
104327102,Region 08 - Davenport,08D,08D,49
104327106,Region 03 - Ames,03B,03B,14
104327112,Region 05 - Waterloo,05E,05E,30
104327114,Region 06 - Cedar Rapids,06B,06B,34
104327122,Region 03 - Ames,03B,03B,14
104327127,Region 02 - Sioux City,02D,02D,10
104327133,Region 04 - DSM,04A,04A,19
104327138,Region 04 - DSM,04C,04C,21
104327141,Region 04 - DSM,04G,04G,25
104327159,Region 06 - Cedar Rapids,06A,06A,33
104327172,Region 05 - Waterloo,05B,05B,27
104327179,Region 03 - Ames,03E,03E,17
104327180,Region 08 - Davenport,08D,08D,49
104327196,Region 04 - DSM,04F,04F,24
104327198,Region 08 - Davenport,08A,08A,46
104327200,Region 08 - Davenport,08A,08A,46
104327207,Region 03 - Ames,03A,03A,13
104327214,Region 07 - Iowa City,07A,07A,39
104327221,Region 04 - DSM,04B,04B,20
104327228,Region 04 - DSM,04C,04C,21
104327231,Region 05 - Waterloo,05B,05B,27
104327260,Region 02 - Sioux City,02D,02D,10
104327261,Region 06 - Cedar Rapids,06B,06B,34
104327264,Region 01 - Council Bluffs,01A,01A,1
104327279,Region 06 - Cedar Rapids,06E,06E,37
104327296,Region 03 - Ames,03B,03B,14
104327303,Region 03 - Ames,03A,03A,13
104327310,Region 03 - Ames,03E,03E,17
104327317,Region 04 - DSM,04A,04A,19
104327319,Region 03 - Ames,03C,03C,15
104327345,Region 08 - Davenport,08D,08D,49
104327346,Region 03 - Ames,03A,03A,13
104327350,Region 07 - Iowa City,07C,07C,41
104327371,Region 06 - Cedar Rapids,06E,06E,37
104327375,Region 03 - Ames,03A,03A,13
104327378,Region 06 - Cedar Rapids,06E,06E,37
104327382,Region 07 - Iowa City,07C,07C,41
104327387,Region 04 - DSM,04G,04G,25
104327390,Region 04 - DSM,04C,04C,21
104327394,Region 03 - Ames,03B,03B,14
104327399,Region 06 - Cedar Rapids,06B,06B,34
104327403,Region 06 - Cedar Rapids,06A,06A,33
104327432,Region 04 - DSM,04B,04B,20
104327436,Region 06 - Cedar Rapids,06B,06B,34
104327449,Region 03 - Ames,03B,03B,14
104327464,Region 07 - Iowa City,07C,07C,41
104327472,Region 03 - Ames,03B,03B,14
104327478,Region 07 - Iowa City,07C,07C,41
104327495,Region 01 - Council Bluffs,01A,01A,1
104327510,Region 08 - Davenport,08D,08D,49
104327522,Region 06 - Cedar Rapids,06B,06B,34
104327529,Region 04 - DSM,04A,04A,19
104327533,Region 04 - DSM,04G,04G,25
104327540,Region 06 - Cedar Rapids,06E,06E,37
104327549,Region 07 - Iowa City,07C,07C,41
104327551,Region 05 - Waterloo,05A,05A,26
104327554,Region 01 - Council Bluffs,01A,01A,1
104327555,Region 06 - Cedar Rapids,06E,06E,37
104327558,Region 01 - Council Bluffs,01A,01A,1
104327566,Region 01 - Council Bluffs,01A,01A,1
104327575,Region 06 - Cedar Rapids,06F,06F,38
104327583,Region 06 - Cedar Rapids,06F,06F,38
104327585,Region 08 - Davenport,08A,08A,46
104327586,Region 07 - Iowa City,07G,07G,45
104327599,Region 06 - Cedar Rapids,06E,06E,37
104327622,Region 04 - DSM,04F,04F,24
104327629,Region 01 - Council Bluffs,01A,01A,1
104327633,Region 09 - Dubuque,09D,09D,55
104327648,Region 03 - Ames,03A,03A,13
104327654,Region 04 - DSM,04E,04E,23
104327655,Region 07 - Iowa City,07C,07C,41
104327656,Region 06 - Cedar Rapids,06B,06B,34
104327671,Region 04 - DSM,04G,04G,25
104327675,Region 06 - Cedar Rapids,06F,06F,38
104327676,Region 05 - Waterloo,05B,05B,27
104327679,Region 06 - Cedar Rapids,06E,06E,37
104327680,Region 02 - Sioux City,02A,02A,7
104327685,Region 07 - Iowa City,07A,07A,39
104327691,Region 07 - Iowa City,07G,07G,45
104327708,Region 05 - Waterloo,05B,05B,27
104327724,Region 03 - Ames,03B,03B,14
104327725,Region 03 - Ames,03A,03A,13
104327729,Region 01 - Council Bluffs,01A,01A,1
104327731,Region 05 - Waterloo,05B,05B,27
104327736,Region 04 - DSM,04G,04G,25
104327746,Region 04 - DSM,04C,04C,21
104327749,Region 04 - DSM,04D,04D,22
104327755,Region 07 - Iowa City,07A,07A,39
104327758,Region 04 - DSM,04G,04G,25
104327778,Region 03 - Ames,03B,03B,14
104327786,Region 04 - DSM,04A,04A,19
104327797,Region 04 - DSM,04C,04C,21
104327802,Region 04 - DSM,04B,04B,20
104327805,Region 08 - Davenport,08A,08A,46
104327809,Region 04 - DSM,04A,04A,19
104327810,Region 04 - DSM,04G,04G,25
104327811,Region 04 - DSM,04E,04E,23
104327812,Region 04 - DSM,04E,04E,23
104327815,Region 06 - Cedar Rapids,06F,06F,38
104327818,Region 07 - Iowa City,07C,07C,41
104327828,Region 04 - DSM,04B,04B,20
104327838,Region 03 - Ames,03A,03A,13
104327848,Region 07 - Iowa City,07A,07A,39
104327857,Region 04 - DSM,04B,04B,20
104327863,Region 04 - DSM,04D,04D,22
104327864,Region 09 - Dubuque,09D,09D,55
104327869,Region 01 - Council Bluffs,01A,01A,1
104327870,Region 04 - DSM,04B,04B,20
104327871,Region 09 - Dubuque,09D,09D,55
104327876,Region 04 - DSM,04D,04D,22
104327883,Region 06 - Cedar Rapids,06B,06B,34
104327887,Region 05 - Waterloo,05B,05B,27
104327892,Region 08 - Davenport,08D,08D,49
104327918,Region 03 - Ames,03C,03C,15
104327922,Region 08 - Davenport,08D,08D,49
104327935,Region 07 - Iowa City,07A,07A,39
104327937,Region 04 - DSM,04B,04B,20
104327943,Region 03 - Ames,03A,03A,13
104327950,Region 04 - DSM,04E,04E,23
104327952,Region 06 - Cedar Rapids,06E,06E,37
104327956,Region 04 - DSM,04E,04E,23
104327957,Region 03 - Ames,03B,03B,14
104327981,Region 04 - DSM,04G,04G,25
104327983,Region 04 - DSM,04E,04E,23
104327986,Region 08 - Davenport,08A,08A,46
104327989,Region 04 - DSM,04D,04D,22
104327991,Region 04 - DSM,04G,04G,25
104327997,Region 03 - Ames,03A,03A,13
104328001,Region 01 - Council Bluffs,01A,01A,1
104328006,Region 03 - Ames,03B,03B,14
104328008,Region 01 - Council Bluffs,01A,01A,1
104328010,Region 04 - DSM,04G,04G,25
104328020,Region 04 - DSM,04G,04G,25
104328023,Region 06 - Cedar Rapids,06B,06B,34
104328029,Region 09 - Dubuque,09A,09A,52
104328033,Region 03 - Ames,03A,03A,13
104328034,Region 06 - Cedar Rapids,06E,06E,37
104328053,Region 04 - DSM,04D,04D,22
104328063,Region 04 - DSM,04A,04A,19
104328065,Region 08 - Davenport,08A,08A,46
104328067,Region 02 - Sioux City,02D,02D,10
104328068,Region 07 - Iowa City,07C,07C,41
104328071,Region 01 - Council Bluffs,01A,01A,1
104328076,Region 08 - Davenport,08A,08A,46
104328083,Region 04 - DSM,04C,04C,21
104328092,Region 07 - Iowa City,07C,07C,41
104328094,Region 03 - Ames,03A,03A,13
104328113,Region 06 - Cedar Rapids,06B,06B,34
104328116,Region 03 - Ames,03A,03A,13
104328129,Region 04 - DSM,04C,04C,21
104328131,Region 08 - Davenport,08A,08A,46
104328135,Region 01 - Council Bluffs,01A,01A,1
104328138,Region 07 - Iowa City,07B,07B,40
104328143,Region 09 - Dubuque,09A,09A,52
104328149,Region 04 - DSM,04A,04A,19
104328150,Region 04 - DSM,04G,04G,25
104328153,Region 04 - DSM,04D,04D,22
104328167,Region 06 - Cedar Rapids,06F,06F,38
104328182,Region 04 - DSM,04C,04C,21
104328200,Region 07 - Iowa City,07G,07G,45
104328201,Region 06 - Cedar Rapids,06B,06B,34
104328205,Region 04 - DSM,04B,04B,20
104328207,Region 05 - Waterloo,05B,05B,27
104328210,Region 07 - Iowa City,07C,07C,41
104328218,Region 01 - Council Bluffs,01D,01D,4
104328225,Region 02 - Sioux City,02D,02D,10
104328232,Region 08 - Davenport,08E,08E,50
104328233,Region 08 - Davenport,08A,08A,46
104328238,Region 07 - Iowa City,07B,07B,40
104328260,Region 07 - Iowa City,07G,07G,45
104328264,Region 04 - DSM,04D,04D,22
104328275,Region 03 - Ames,03A,03A,13
104328279,Region 06 - Cedar Rapids,06F,06F,38
104328285,Region 08 - Davenport,08D,08D,49
104328295,Region 08 - Davenport,08A,08A,46
104328297,Region 08 - Davenport,08E,08E,50
104328298,Region 04 - DSM,04F,04F,24
104328313,Region 03 - Ames,03A,03A,13
104328318,Region 01 - Council Bluffs,01A,01A,1
104328347,Region 07 - Iowa City,07A,07A,39
104328359,Region 04 - DSM,04C,04C,21
104328361,Region 06 - Cedar Rapids,06B,06B,34
104328362,Region 04 - DSM,04F,04F,24
104328395,Region 03 - Ames,03B,03B,14
104328407,Region 07 - Iowa City,07A,07A,39
104328413,Region 06 - Cedar Rapids,06A,06A,33
104328415,Region 05 - Waterloo,05E,05E,30
104328424,Region 09 - Dubuque,09D,09D,55
104328425,Region 04 - DSM,04C,04C,21
104328427,Region 06 - Cedar Rapids,06E,06E,37
104328434,Region 03 - Ames,03E,03E,17
104328447,Region 04 - DSM,04A,04A,19
104328456,Region 03 - Ames,03A,03A,13
104328475,Region 05 - Waterloo,05E,05E,30
104328479,Region 02 - Sioux City,02D,02D,10
104328500,Region 04 - DSM,04E,04E,23
104328501,Region 04 - DSM,04F,04F,24
104328510,Region 03 - Ames,03E,03E,17
104328529,Region 06 - Cedar Rapids,06E,06E,37
104328531,Region 01 - Council Bluffs,01D,01D,4
104328534,Region 04 - DSM,04E,04E,23
104328540,Region 06 - Cedar Rapids,06B,06B,34
104328545,Region 04 - DSM,04E,04E,23
104328547,Region 08 - Davenport,08A,08A,46
104328552,Region 01 - Council Bluffs,01A,01A,1
104328556,Region 01 - Council Bluffs,01A,01A,1
104328560,Region 06 - Cedar Rapids,06F,06F,38
104328567,Region 04 - DSM,04E,04E,23
104328572,Region 02 - Sioux City,02A,02A,7
104328583,Region 02 - Sioux City,02D,02D,10
104328595,Region 07 - Iowa City,07A,07A,39
104328603,Region 06 - Cedar Rapids,06B,06B,34
104328617,Region 02 - Sioux City,02A,02A,7
104328633,Region 04 - DSM,04C,04C,21
104328634,Region 04 - DSM,04D,04D,22
104328636,Region 03 - Ames,03B,03B,14
104328639,Region 03 - Ames,03A,03A,13
104328641,Region 06 - Cedar Rapids,06E,06E,37
104328648,Region 04 - DSM,04F,04F,24
104328660,Region 08 - Davenport,08A,08A,46
104328661,Region 03 - Ames,03C,03C,15
104328663,Region 04 - DSM,04C,04C,21
104328673,Region 04 - DSM,04E,04E,23
104328676,Region 06 - Cedar Rapids,06B,06B,34
104328683,Region 09 - Dubuque,09D,09D,55
104328685,Region 02 - Sioux City,02A,02A,7
104328695,Region 08 - Davenport,08D,08D,49
104328702,Region 04 - DSM,04F,04F,24
104328707,Region 09 - Dubuque,09A,09A,52
104328724,Region 08 - Davenport,08E,08E,50
104328731,Region 06 - Cedar Rapids,06B,06B,34
104328752,Region 07 - Iowa City,07C,07C,41
104328784,Region 04 - DSM,04G,04G,25
104328788,Region 09 - Dubuque,09D,09D,55
104328793,Region 04 - DSM,04C,04C,21
104328799,Region 03 - Ames,03B,03B,14
104328810,Region 07 - Iowa City,07G,07G,45
104328813,Region 02 - Sioux City,02A,02A,7
104328817,Region 07 - Iowa City,07G,07G,45
104328822,Region 04 - DSM,04F,04F,24
104328827,Region 01 - Council Bluffs,01A,01A,1
104328836,Region 06 - Cedar Rapids,06E,06E,37
104328840,Region 05 - Waterloo,05B,05B,27
104328843,Region 04 - DSM,04C,04C,21
104328844,Region 04 - DSM,04C,04C,21
104328846,Region 03 - Ames,03B,03B,14
104328847,Region 05 - Waterloo,05A,05A,26
104328849,Region 06 - Cedar Rapids,06E,06E,37
104328852,Region 04 - DSM,04C,04C,21
104328858,Region 04 - DSM,04G,04G,25
104328867,Region 06 - Cedar Rapids,06B,06B,34
104328883,Region 03 - Ames,03A,03A,13
104328887,Region 08 - Davenport,08E,08E,50
104328888,Region 09 - Dubuque,09D,09D,55
104328958,Region 05 - Waterloo,05A,05A,26
104328968,Region 04 - DSM,04F,04F,24
104328971,Region 06 - Cedar Rapids,06F,06F,38
104328974,Region 03 - Ames,03A,03A,13
104328978,Region 04 - DSM,04G,04G,25
104328982,Region 05 - Waterloo,05B,05B,27
104328984,Region 05 - Waterloo,05E,05E,30
104328987,Region 07 - Iowa City,07C,07C,41
104328995,Region 07 - Iowa City,07B,07B,40
104328999,Region 02 - Sioux City,02A,02A,7
104329000,Region 08 - Davenport,08E,08E,50
104329005,Region 08 - Davenport,08A,08A,46
104329008,Region 08 - Davenport,08D,08D,49
104329009,Region 08 - Davenport,08D,08D,49
104329013,Region 08 - Davenport,08E,08E,50
104329022,Region 03 - Ames,03B,03B,14
104329035,Region 04 - DSM,04G,04G,25
104329037,Region 03 - Ames,03A,03A,13
104329050,Region 04 - DSM,04C,04C,21
104329063,Region 08 - Davenport,08A,08A,46
104329064,Region 03 - Ames,03A,03A,13
104329067,Region 01 - Council Bluffs,01A,01A,1
104329077,Region 04 - DSM,04F,04F,24
104329079,Region 03 - Ames,03A,03A,13
104329100,Region 07 - Iowa City,07B,07B,40
104329112,Region 04 - DSM,04D,04D,22
104329120,Region 04 - DSM,04E,04E,23
104329121,Region 08 - Davenport,08A,08A,46
104329124,Region 07 - Iowa City,07C,07C,41
104329134,Region 06 - Cedar Rapids,06E,06E,37
104329140,Region 04 - DSM,04F,04F,24
104329144,Region 04 - DSM,04D,04D,22
104329145,Region 09 - Dubuque,09D,09D,55
104329146,Region 01 - Council Bluffs,01A,01A,1
104329147,Region 03 - Ames,03A,03A,13
104329150,Region 01 - Council Bluffs,01A,01A,1
104329166,Region 08 - Davenport,08D,08D,49
104329171,Region 04 - DSM,04C,04C,21
104329174,Region 03 - Ames,03A,03A,13
104329185,Region 02 - Sioux City,02A,02A,7
104329189,Region 02 - Sioux City,02A,02A,7
104329192,Region 06 - Cedar Rapids,06A,06A,33
104329202,Region 04 - DSM,04G,04G,25
104329206,Region 08 - Davenport,08D,08D,49
104329208,Region 07 - Iowa City,07C,07C,41
104329215,Region 02 - Sioux City,02A,02A,7
104329218,Region 08 - Davenport,08A,08A,46
104329226,Region 04 - DSM,04D,04D,22
104329228,Region 07 - Iowa City,07G,07G,45
104329252,Region 04 - DSM,04A,04A,19
104329263,Region 04 - DSM,04F,04F,24
104329292,Region 02 - Sioux City,02A,02A,7
104329309,Region 03 - Ames,03C,03C,15
104329319,Region 07 - Iowa City,07B,07B,40
104329321,Region 04 - DSM,04G,04G,25
104329328,Region 04 - DSM,04F,04F,24
104329334,Region 07 - Iowa City,07G,07G,45
104329335,Region 04 - DSM,04E,04E,23
104329343,Region 04 - DSM,04E,04E,23
104329348,Region 05 - Waterloo,05A,05A,26
104329351,Region 04 - DSM,04E,04E,23
104329353,Region 05 - Waterloo,05E,05E,30
104329370,Region 04 - DSM,04B,04B,20
104329382,Region 09 - Dubuque,09D,09D,55
104329392,Region 03 - Ames,03B,03B,14
104329399,Region 06 - Cedar Rapids,06F,06F,38
104329400,Region 04 - DSM,04E,04E,23
104329407,Region 06 - Cedar Rapids,06F,06F,38
104329408,Region 07 - Iowa City,07G,07G,45
104329409,Region 04 - DSM,04E,04E,23
104329413,Region 08 - Davenport,08D,08D,49
104329424,Region 08 - Davenport,08A,08A,46
104329453,Region 08 - Davenport,08D,08D,49
104329456,Region 07 - Iowa City,07A,07A,39
104329458,Region 03 - Ames,03B,03B,14
104329465,Region 05 - Waterloo,05E,05E,30
104329469,Region 02 - Sioux City,02D,02D,10
104329471,Region 04 - DSM,04B,04B,20
104329473,Region 04 - DSM,04F,04F,24
104329486,Region 04 - DSM,04G,04G,25
104329508,Region 04 - DSM,04G,04G,25
104329511,Region 04 - DSM,04C,04C,21
104329517,Region 08 - Davenport,08A,08A,46
104329523,Region 08 - Davenport,08A,08A,46
104329532,Region 04 - DSM,04F,04F,24
104329537,Region 04 - DSM,04D,04D,22
104329555,Region 04 - DSM,04A,04A,19
104329580,Region 03 - Ames,03C,03C,15
104329582,Region 04 - DSM,04A,04A,19
104329587,Region 04 - DSM,04G,04G,25
104329588,Region 06 - Cedar Rapids,06F,06F,38
104329592,Region 08 - Davenport,08A,08A,46
104329612,Region 07 - Iowa City,07G,07G,45
104329625,Region 07 - Iowa City,07B,07B,40
104329626,Region 04 - DSM,04D,04D,22
104329629,Region 06 - Cedar Rapids,06B,06B,34
104329630,Region 09 - Dubuque,09D,09D,55
104329631,Region 04 - DSM,04C,04C,21
104329633,Region 04 - DSM,04E,04E,23
104329640,Region 06 - Cedar Rapids,06B,06B,34
104329642,Region 04 - DSM,04G,04G,25
104329644,Region 01 - Council Bluffs,01A,01A,1
104329649,Region 05 - Waterloo,05B,05B,27
104329659,Region 04 - DSM,04A,04A,19
104329667,Region 04 - DSM,04F,04F,24
104329677,Region 06 - Cedar Rapids,06E,06E,37
104329678,Region 08 - Davenport,08D,08D,49
104329679,Region 03 - Ames,03B,03B,14
104329683,Region 04 - DSM,04G,04G,25
104329771,Region 06 - Cedar Rapids,06B,06B,34
104329783,Region 05 - Waterloo,05E,05E,30
104329784,Region 03 - Ames,03B,03B,14
104329800,Region 04 - DSM,04B,04B,20
104329806,Region 08 - Davenport,08D,08D,49
104329808,Region 03 - Ames,03A,03A,13
104329833,Region 03 - Ames,03B,03B,14
104329834,Region 04 - DSM,04E,04E,23
104329857,Region 06 - Cedar Rapids,06B,06B,34
104329860,Region 08 - Davenport,08D,08D,49
104329877,Region 05 - Waterloo,05E,05E,30
104329879,Region 06 - Cedar Rapids,06B,06B,34
104329880,Region 04 - DSM,04C,04C,21
104329885,Region 04 - DSM,04G,04G,25
104329894,Region 03 - Ames,03C,03C,15
104329899,Region 03 - Ames,03A,03A,13
104329907,Region 03 - Ames,03A,03A,13
104329910,Region 04 - DSM,04B,04B,20
104329913,Region 08 - Davenport,08E,08E,50
104329914,Region 06 - Cedar Rapids,06B,06B,34
104329915,Region 06 - Cedar Rapids,06B,06B,34
104329931,Region 09 - Dubuque,09D,09D,55
104329942,Region 09 - Dubuque,09D,09D,55
104329956,Region 04 - DSM,04C,04C,21
104329969,Region 07 - Iowa City,07A,07A,39
104329986,Region 09 - Dubuque,09A,09A,52
104329992,Region 04 - DSM,04C,04C,21
104330013,Region 04 - DSM,04C,04C,21
104330035,Region 09 - Dubuque,09A,09A,52
104330040,Region 03 - Ames,03E,03E,17
104330042,Region 03 - Ames,03B,03B,14
104330060,Region 03 - Ames,03A,03A,13
104330068,Region 01 - Council Bluffs,01A,01A,1
104330085,Region 07 - Iowa City,07G,07G,45
104330094,Region 08 - Davenport,08A,08A,46
104330097,Region 04 - DSM,04F,04F,24
104330100,Region 06 - Cedar Rapids,06B,06B,34
104330119,Region 04 - DSM,04E,04E,23
104330124,Region 05 - Waterloo,05A,05A,26
104330126,Region 03 - Ames,03C,03C,15
104330130,Region 06 - Cedar Rapids,06A,06A,33
104330133,Region 06 - Cedar Rapids,06E,06E,37
104330140,Region 03 - Ames,03B,03B,14
104330143,Region 06 - Cedar Rapids,06F,06F,38
104330149,Region 04 - DSM,04B,04B,20
104330158,Region 04 - DSM,04D,04D,22
104330165,Region 04 - DSM,04B,04B,20
104330166,Region 04 - DSM,04G,04G,25
104330167,Region 05 - Waterloo,05A,05A,26
104330173,Region 09 - Dubuque,09A,09A,52
104330180,Region 03 - Ames,03A,03A,13
104330187,Region 04 - DSM,04G,04G,25
104330201,Region 01 - Council Bluffs,01A,01A,1
104330208,Region 04 - DSM,04A,04A,19
104330216,Region 04 - DSM,04B,04B,20
104330217,Region 06 - Cedar Rapids,06E,06E,37
104330220,Region 01 - Council Bluffs,01A,01A,1
104330224,Region 06 - Cedar Rapids,06B,06B,34
104330240,Region 04 - DSM,04C,04C,21
104330258,Region 07 - Iowa City,07A,07A,39
104330260,Region 05 - Waterloo,05A,05A,26
104330261,Region 05 - Waterloo,05A,05A,26
104330266,Region 08 - Davenport,08A,08A,46
104330269,Region 07 - Iowa City,07G,07G,45
104330272,Region 08 - Davenport,08E,08E,50
104330273,Region 08 - Davenport,08D,08D,49
104330287,Region 07 - Iowa City,07G,07G,45
104330298,Region 04 - DSM,04C,04C,21
104330300,Region 08 - Davenport,08D,08D,49
104330325,Region 06 - Cedar Rapids,06B,06B,34
104330332,Region 04 - DSM,04D,04D,22
104330338,Region 07 - Iowa City,07G,07G,45
104330366,Region 06 - Cedar Rapids,06F,06F,38
104330372,Region 02 - Sioux City,02A,02A,7
104330397,Region 06 - Cedar Rapids,06E,06E,37
104330413,Region 03 - Ames,03B,03B,14
104330421,Region 09 - Dubuque,09D,09D,55
104330427,Region 07 - Iowa City,07A,07A,39
104330430,Region 02 - Sioux City,02A,02A,7
104330436,Region 08 - Davenport,08A,08A,46
104330454,Region 03 - Ames,03A,03A,13
104330456,Region 06 - Cedar Rapids,06E,06E,37
104330457,Region 04 - DSM,04C,04C,21
104330461,Region 05 - Waterloo,05E,05E,30
104330465,Region 04 - DSM,04B,04B,20
104330466,Region 03 - Ames,03A,03A,13
104330480,Region 04 - DSM,04A,04A,19
104330483,Region 07 - Iowa City,07G,07G,45
104330497,Region 03 - Ames,03A,03A,13
104330500,Region 04 - DSM,04G,04G,25
104330503,Region 09 - Dubuque,09D,09D,55
104330516,Region 03 - Ames,03B,03B,14
104330522,Region 04 - DSM,04E,04E,23
104330523,Region 06 - Cedar Rapids,06A,06A,33
104330536,Region 06 - Cedar Rapids,06B,06B,34
104330539,Region 07 - Iowa City,07C,07C,41
104330549,Region 07 - Iowa City,07A,07A,39
104330556,Region 08 - Davenport,08E,08E,50
104330565,Region 06 - Cedar Rapids,06B,06B,34
104330576,Region 04 - DSM,04D,04D,22
104330581,Region 09 - Dubuque,09A,09A,52
104330582,Region 05 - Waterloo,05A,05A,26
104330583,Region 02 - Sioux City,02A,02A,7
104330586,Region 02 - Sioux City,02A,02A,7
104330592,Region 06 - Cedar Rapids,06B,06B,34
104330596,Region 07 - Iowa City,07C,07C,41
104330614,Region 08 - Davenport,08D,08D,49
104330616,Region 09 - Dubuque,09A,09A,52
